endpoint,keylen,test_id,operation,time
client,1,53,rsa_encrypt,814
client,1,53,ecdsa_sign_with_sha256,10100
server,1,53,ecdsa_verify_with_sha256,20072
server,1,53,rsa_decrypt,15030
server,1,53,ecdsa_verify_with_sha256,19706
client,1,54,rsa_verify_with_sha256,479
client,1,54,rsa_encrypt,797
client,1,54,ecdsa_sign_with_sha256,10622
server,1,54,ecdsa_verify_with_sha256,21263
server,1,54,rsa_decrypt,15039
server,1,54,ecdsa_verify_with_sha256,19733
client,1,55,rsa_verify_with_sha256,450
client,1,55,rsa_encrypt,821
client,1,55,ecdsa_sign_with_sha256,10208
server,1,55,ecdsa_verify_with_sha256,20164
server,1,55,rsa_decrypt,15269
server,1,55,ecdsa_verify_with_sha256,19883
client,1,56,rsa_verify_with_sha256,506
client,1,56,rsa_encrypt,841
client,1,56,ecdsa_sign_with_sha256,10127
server,1,56,ecdsa_verify_with_sha256,23557
server,1,56,rsa_decrypt,15121
server,1,56,ecdsa_verify_with_sha256,19825
client,1,57,rsa_verify_with_sha256,466
client,1,57,rsa_encrypt,839
client,1,57,ecdsa_sign_with_sha256,10341
server,1,57,ecdsa_verify_with_sha256,20352
server,1,57,rsa_decrypt,14927
server,1,57,ecdsa_verify_with_sha256,19687
client,1,58,rsa_verify_with_sha256,441
client,1,58,rsa_encrypt,823
client,1,58,ecdsa_sign_with_sha256,10094
server,1,58,ecdsa_verify_with_sha256,20323
server,1,58,rsa_decrypt,15340
server,1,58,ecdsa_verify_with_sha256,19727
client,1,59,rsa_verify_with_sha256,567
client,1,59,rsa_encrypt,818
client,1,59,ecdsa_sign_with_sha256,10077
server,1,59,ecdsa_verify_with_sha256,20350
server,1,59,rsa_decrypt,14968
server,1,59,ecdsa_verify_with_sha256,19947
client,1,60,rsa_verify_with_sha256,482
client,1,60,rsa_encrypt,845
client,1,60,ecdsa_sign_with_sha256,10163
server,1,60,ecdsa_verify_with_sha256,20415
server,1,60,rsa_decrypt,15128
server,1,60,ecdsa_verify_with_sha256,20247
client,1,61,rsa_verify_with_sha256,525
client,1,61,rsa_encrypt,821
client,1,61,ecdsa_sign_with_sha256,10156
server,1,61,ecdsa_verify_with_sha256,20362
server,1,61,rsa_decrypt,15406
server,1,61,ecdsa_verify_with_sha256,20229
client,1,62,rsa_verify_with_sha256,469
client,1,62,rsa_encrypt,1296
client,1,62,ecdsa_sign_with_sha256,10813
server,1,62,ecdsa_verify_with_sha256,21814
server,1,62,rsa_decrypt,14929
server,1,62,ecdsa_verify_with_sha256,19731
client,1,63,rsa_verify_with_sha256,480
client,1,63,rsa_encrypt,843
client,1,63,ecdsa_sign_with_sha256,10120
server,1,63,ecdsa_verify_with_sha256,20212
server,1,63,rsa_decrypt,15147
server,1,63,ecdsa_verify_with_sha256,19599
client,1,64,rsa_verify_with_sha256,471
client,1,64,rsa_encrypt,798
client,1,64,ecdsa_sign_with_sha256,18220
server,1,64,ecdsa_verify_with_sha256,29434
server,1,64,rsa_decrypt,15109
server,1,64,ecdsa_verify_with_sha256,21848
client,1,65,rsa_verify_with_sha256,442
client,1,65,rsa_encrypt,1117
server,1,65,ecdsa_verify_with_sha256,21852
client,1,65,ecdsa_sign_with_sha256,13308
server,1,65,rsa_decrypt,15681
server,1,65,ecdsa_verify_with_sha256,20531
client,1,66,rsa_verify_with_sha256,442
client,1,66,rsa_encrypt,826
client,1,66,ecdsa_sign_with_sha256,10505
server,1,66,ecdsa_verify_with_sha256,20857
server,1,66,rsa_decrypt,15039
server,1,66,ecdsa_verify_with_sha256,19741
client,1,67,rsa_verify_with_sha256,483
client,1,67,rsa_encrypt,820
client,1,67,ecdsa_sign_with_sha256,10573
server,1,67,ecdsa_verify_with_sha256,20231
server,1,67,rsa_decrypt,15266
server,1,67,ecdsa_verify_with_sha256,20398
client,1,68,rsa_verify_with_sha256,484
client,1,68,rsa_encrypt,822
client,1,68,ecdsa_sign_with_sha256,10561
server,1,68,ecdsa_verify_with_sha256,21627
server,1,68,rsa_decrypt,15778
server,1,68,ecdsa_verify_with_sha256,20733
client,1,69,rsa_verify_with_sha256,442
client,1,69,rsa_encrypt,838
client,1,69,ecdsa_sign_with_sha256,10605
server,1,69,ecdsa_verify_with_sha256,21038
server,1,69,rsa_decrypt,16362
server,1,69,ecdsa_verify_with_sha256,21750
client,1,70,rsa_verify_with_sha256,446
client,1,70,rsa_encrypt,899
client,1,70,ecdsa_sign_with_sha256,10714
server,1,70,ecdsa_verify_with_sha256,26256
server,1,70,rsa_decrypt,15364
server,1,70,ecdsa_verify_with_sha256,20837
client,1,71,rsa_verify_with_sha256,506
client,1,71,rsa_encrypt,859
client,1,71,ecdsa_sign_with_sha256,10113
server,1,71,ecdsa_verify_with_sha256,22752
server,1,71,rsa_decrypt,15020
server,1,71,ecdsa_verify_with_sha256,21054
client,1,72,rsa_verify_with_sha256,515
client,1,72,rsa_encrypt,899
client,1,72,ecdsa_sign_with_sha256,10746
server,1,72,ecdsa_verify_with_sha256,26491
server,1,72,rsa_decrypt,15436
server,1,72,ecdsa_verify_with_sha256,20162
client,1,73,rsa_verify_with_sha256,487
client,1,73,rsa_encrypt,793
client,1,73,ecdsa_sign_with_sha256,10524
server,1,73,ecdsa_verify_with_sha256,21416
server,1,73,rsa_decrypt,15099
server,1,73,ecdsa_verify_with_sha256,20150
client,1,74,rsa_verify_with_sha256,469
client,1,74,rsa_encrypt,985
client,1,74,ecdsa_sign_with_sha256,10633
server,1,74,ecdsa_verify_with_sha256,24555
server,1,74,rsa_decrypt,15941
server,1,74,ecdsa_verify_with_sha256,20652
client,1,75,rsa_verify_with_sha256,494
client,1,75,rsa_encrypt,1156
server,1,75,ecdsa_verify_with_sha256,24558
client,1,75,ecdsa_sign_with_sha256,17486
server,1,75,rsa_decrypt,15911
server,1,75,ecdsa_verify_with_sha256,20351
client,1,76,rsa_verify_with_sha256,473
client,1,76,rsa_encrypt,814
client,1,76,ecdsa_sign_with_sha256,10553
server,1,76,ecdsa_verify_with_sha256,20879
server,1,76,rsa_decrypt,15363
server,1,76,ecdsa_verify_with_sha256,20483
client,1,77,rsa_verify_with_sha256,492
client,1,77,rsa_encrypt,830
client,1,77,ecdsa_sign_with_sha256,10177
server,1,77,ecdsa_verify_with_sha256,20551
server,1,77,rsa_decrypt,15043
server,1,77,ecdsa_verify_with_sha256,19485
client,1,78,rsa_verify_with_sha256,497
client,1,78,rsa_encrypt,823
client,1,78,ecdsa_sign_with_sha256,10338
server,1,78,ecdsa_verify_with_sha256,20724
server,1,78,rsa_decrypt,15431
server,1,78,ecdsa_verify_with_sha256,19868
client,1,79,rsa_verify_with_sha256,493
client,1,79,rsa_encrypt,824
client,1,79,ecdsa_sign_with_sha256,10344
server,1,79,ecdsa_verify_with_sha256,20950
server,1,79,rsa_decrypt,14990
server,1,79,ecdsa_verify_with_sha256,20411
client,1,80,rsa_verify_with_sha256,449
client,1,80,rsa_encrypt,806
client,1,80,ecdsa_sign_with_sha256,10279
server,1,80,ecdsa_verify_with_sha256,24023
server,1,80,rsa_decrypt,16864
server,1,80,ecdsa_verify_with_sha256,20400
client,1,81,rsa_verify_with_sha256,494
client,1,81,rsa_encrypt,824
client,1,81,ecdsa_sign_with_sha256,10316
server,1,81,ecdsa_verify_with_sha256,22141
server,1,81,rsa_decrypt,15133
server,1,81,ecdsa_verify_with_sha256,20045
client,1,82,rsa_verify_with_sha256,600
client,1,82,rsa_encrypt,830
client,1,82,ecdsa_sign_with_sha256,10106
server,1,82,ecdsa_verify_with_sha256,20146
server,1,82,rsa_decrypt,14987
server,1,82,ecdsa_verify_with_sha256,19766
client,1,83,rsa_verify_with_sha256,505
client,1,83,rsa_encrypt,838
client,1,83,ecdsa_sign_with_sha256,10187
server,1,83,ecdsa_verify_with_sha256,20411
server,1,83,rsa_decrypt,15026
server,1,83,ecdsa_verify_with_sha256,19870
client,1,84,rsa_verify_with_sha256,484
client,1,84,rsa_encrypt,859
client,1,84,ecdsa_sign_with_sha256,10306
server,1,84,ecdsa_verify_with_sha256,20561
server,1,84,rsa_decrypt,14690
server,1,84,ecdsa_verify_with_sha256,19924
client,1,85,rsa_verify_with_sha256,484
client,1,85,rsa_encrypt,836
client,1,85,ecdsa_sign_with_sha256,10152
server,1,85,ecdsa_verify_with_sha256,20622
server,1,85,rsa_decrypt,15106
server,1,85,ecdsa_verify_with_sha256,19824
client,1,86,rsa_verify_with_sha256,471
client,1,86,rsa_encrypt,867
client,1,86,ecdsa_sign_with_sha256,10091
server,1,86,ecdsa_verify_with_sha256,20258
server,1,86,rsa_decrypt,15081
server,1,86,ecdsa_verify_with_sha256,19675
client,1,87,rsa_verify_with_sha256,439
client,1,87,rsa_encrypt,842
client,1,87,ecdsa_sign_with_sha256,10134
server,1,87,ecdsa_verify_with_sha256,20395
server,1,87,rsa_decrypt,15278
server,1,87,ecdsa_verify_with_sha256,19668
client,1,88,rsa_verify_with_sha256,515
client,1,88,rsa_encrypt,836
client,1,88,ecdsa_sign_with_sha256,10316
server,1,88,ecdsa_verify_with_sha256,20690
server,1,88,rsa_decrypt,15140
server,1,88,ecdsa_verify_with_sha256,19822
client,1,89,rsa_verify_with_sha256,482
client,1,89,rsa_encrypt,803
client,1,89,ecdsa_sign_with_sha256,10103
server,1,89,ecdsa_verify_with_sha256,20518
server,1,89,rsa_decrypt,15123
server,1,89,ecdsa_verify_with_sha256,19807
client,1,90,rsa_verify_with_sha256,463
client,1,90,rsa_encrypt,828
client,1,90,ecdsa_sign_with_sha256,10306
server,1,90,ecdsa_verify_with_sha256,20659
server,1,90,rsa_decrypt,14768
server,1,90,ecdsa_verify_with_sha256,19715
client,1,91,rsa_verify_with_sha256,490
client,1,91,rsa_encrypt,821
client,1,91,ecdsa_sign_with_sha256,10175
server,1,91,ecdsa_verify_with_sha256,20884
server,1,91,rsa_decrypt,15264
server,1,91,ecdsa_verify_with_sha256,19798
client,1,92,rsa_verify_with_sha256,455
client,1,92,rsa_encrypt,801
client,1,92,ecdsa_sign_with_sha256,10343
server,1,92,ecdsa_verify_with_sha256,20361
server,1,92,rsa_decrypt,14999
server,1,92,ecdsa_verify_with_sha256,19932
client,1,93,rsa_verify_with_sha256,460
client,1,93,rsa_encrypt,834
client,1,93,ecdsa_sign_with_sha256,10114
server,1,93,ecdsa_verify_with_sha256,20384
server,1,93,rsa_decrypt,15013
server,1,93,ecdsa_verify_with_sha256,19897
client,1,94,rsa_verify_with_sha256,479
client,1,94,rsa_encrypt,887
client,1,94,ecdsa_sign_with_sha256,10171
server,1,94,ecdsa_verify_with_sha256,21040
server,1,94,rsa_decrypt,15313
server,1,94,ecdsa_verify_with_sha256,19675
client,1,95,rsa_verify_with_sha256,467
client,1,95,rsa_encrypt,832
client,1,95,ecdsa_sign_with_sha256,10271
server,1,95,ecdsa_verify_with_sha256,20758
server,1,95,rsa_decrypt,14990
server,1,95,ecdsa_verify_with_sha256,19636
client,1,96,rsa_verify_with_sha256,454
client,1,96,rsa_encrypt,829
client,1,96,ecdsa_sign_with_sha256,10080
server,1,96,ecdsa_verify_with_sha256,20437
server,1,96,rsa_decrypt,15008
server,1,96,ecdsa_verify_with_sha256,19852
client,1,97,rsa_verify_with_sha256,463
client,1,97,rsa_encrypt,847
client,1,97,ecdsa_sign_with_sha256,10294
server,1,97,ecdsa_verify_with_sha256,20793
server,1,97,rsa_decrypt,15068
server,1,97,ecdsa_verify_with_sha256,19467
client,1,98,rsa_verify_with_sha256,553
client,1,98,rsa_encrypt,821
client,1,98,ecdsa_sign_with_sha256,10293
server,1,98,ecdsa_verify_with_sha256,20523
server,1,98,rsa_decrypt,14974
server,1,98,ecdsa_verify_with_sha256,19691
client,1,99,rsa_verify_with_sha256,483
client,1,99,rsa_encrypt,838
client,1,99,ecdsa_sign_with_sha256,10110
server,1,99,ecdsa_verify_with_sha256,20474
server,1,99,rsa_decrypt,15009
server,1,99,ecdsa_verify_with_sha256,19852
client,1,100,rsa_verify_with_sha256,454
client,1,100,rsa_encrypt,825
client,1,100,ecdsa_sign_with_sha256,10334
server,1,100,ecdsa_verify_with_sha256,20562
server,1,100,rsa_decrypt,15851
server,1,100,ecdsa_verify_with_sha256,19905
client,1,101,rsa_verify_with_sha256,458
client,1,101,rsa_encrypt,836
client,1,101,ecdsa_sign_with_sha256,10151
server,1,101,ecdsa_verify_with_sha256,20552
server,1,101,rsa_decrypt,15054
server,1,101,ecdsa_verify_with_sha256,19895
client,1,102,rsa_verify_with_sha256,537
client,1,102,rsa_encrypt,812
client,1,102,ecdsa_sign_with_sha256,10426
server,1,102,ecdsa_verify_with_sha256,20591
server,1,102,rsa_decrypt,15276
server,1,102,ecdsa_verify_with_sha256,19920
client,1,103,rsa_verify_with_sha256,469
client,1,103,rsa_encrypt,836
client,1,103,ecdsa_sign_with_sha256,10106
server,1,103,ecdsa_verify_with_sha256,20709
server,1,103,rsa_decrypt,14953
server,1,103,ecdsa_verify_with_sha256,19521
client,1,104,rsa_verify_with_sha256,558
client,1,104,rsa_encrypt,834
client,1,104,ecdsa_sign_with_sha256,10397
server,1,104,ecdsa_verify_with_sha256,20497
server,1,104,rsa_decrypt,15329
server,1,104,ecdsa_verify_with_sha256,19834
client,1,105,rsa_verify_with_sha256,464
client,1,105,rsa_encrypt,844
client,1,105,ecdsa_sign_with_sha256,10154
server,1,105,ecdsa_verify_with_sha256,20620
server,1,105,rsa_decrypt,15359
server,1,105,ecdsa_verify_with_sha256,19621
client,1,106,rsa_verify_with_sha256,490
client,1,106,rsa_encrypt,933
client,1,106,ecdsa_sign_with_sha256,10317
server,1,106,ecdsa_verify_with_sha256,20569
server,1,106,rsa_decrypt,15349
server,1,106,ecdsa_verify_with_sha256,19923
client,1,107,rsa_verify_with_sha256,459
client,1,107,rsa_encrypt,884
client,1,107,ecdsa_sign_with_sha256,10419
server,1,107,ecdsa_verify_with_sha256,20855
server,1,107,rsa_decrypt,15025
server,1,107,ecdsa_verify_with_sha256,19828
client,1,108,rsa_verify_with_sha256,475
client,1,108,rsa_encrypt,850
client,1,108,ecdsa_sign_with_sha256,10208
server,1,108,ecdsa_verify_with_sha256,20319
server,1,108,rsa_decrypt,15121
server,1,108,ecdsa_verify_with_sha256,19804
