endpoint,operation,input_size,cycles
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,304,0
server,decrypt,304,0
server,encrypt,304,0
client,decrypt,304,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,20744
client,encrypt,560,23337
server,decrypt,560,25930
server,encrypt,560,25930
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,25930
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,46674
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,31116
client,decrypt,560,20744
client,encrypt,560,20744
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,31116
server,encrypt,560,23337
client,decrypt,560,31116
client,encrypt,560,25930
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,38895
server,decrypt,560,28523
server,encrypt,560,38895
client,decrypt,560,25930
client,encrypt,560,20744
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,36302
client,encrypt,560,20744
server,decrypt,560,25930
server,encrypt,560,25930
client,decrypt,560,38895
client,encrypt,560,38895
server,decrypt,560,36302
server,encrypt,560,36302
client,decrypt,560,38895
client,encrypt,560,391543
server,decrypt,560,38895
server,encrypt,560,38895
client,decrypt,560,41488
client,encrypt,560,38895
server,decrypt,560,41488
server,encrypt,560,36302
client,decrypt,560,36302
client,encrypt,560,41488
server,decrypt,560,38895
server,encrypt,560,36302
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,25930
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,25930
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,33709
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,25930
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,25930
server,decrypt,560,25930
server,encrypt,560,25930
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,111499
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,38895
server,decrypt,560,25930
server,encrypt,560,20744
client,decrypt,560,264486
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,31116
server,decrypt,560,25930
server,encrypt,560,20744
client,decrypt,560,25930
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,33709
client,decrypt,560,41488
client,encrypt,560,49267
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,64825
server,encrypt,560,23337
client,decrypt,560,28523
client,encrypt,560,20744
server,decrypt,560,386357
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,33709
client,decrypt,560,33709
client,encrypt,560,33709
server,decrypt,560,38895
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,33709
client,decrypt,560,36302
client,encrypt,560,33709
server,decrypt,560,36302
server,encrypt,560,33709
client,decrypt,560,36302
client,encrypt,560,33709
server,decrypt,560,36302
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,44081
server,encrypt,560,23337
client,decrypt,560,28523
client,encrypt,560,23337
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,25930
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,33709
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,44081
server,encrypt,560,36302
client,decrypt,560,46674
client,encrypt,560,25930
server,decrypt,560,28523
server,encrypt,560,23337
client,decrypt,560,25930
client,encrypt,560,23337
server,decrypt,560,28523
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,33709
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,5186
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,33709
client,encrypt,560,33709
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,20744
client,encrypt,560,23337
server,decrypt,560,20744
server,encrypt,560,20744
client,decrypt,560,20744
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,28523
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,31116
client,decrypt,560,64825
client,encrypt,560,38895
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,25930
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,20744
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,20744
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,404508
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,20744
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,20744
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,28523
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,25930
client,encrypt,560,23337
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,28523
server,encrypt,560,23337
client,decrypt,560,25930
client,encrypt,560,23337
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,25930
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,20744
server,encrypt,560,20744
client,decrypt,560,20744
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,20744
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,20744
client,encrypt,560,23337
server,decrypt,560,20744
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,20744
server,encrypt,560,25930
client,decrypt,560,20744
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,20744
client,encrypt,560,23337
server,decrypt,560,20744
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,62232
client,decrypt,560,41488
client,encrypt,560,38895
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,31116
client,decrypt,560,20744
client,encrypt,560,20744
server,decrypt,560,36302
server,encrypt,560,23337
client,decrypt,560,25930
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,33709
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,36302
client,decrypt,560,59639
client,encrypt,560,36302
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,25930
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,20744
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,20744
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,54453
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,36302
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,57046
server,decrypt,560,36302
server,encrypt,560,25930
client,decrypt,560,23337
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,33709
server,decrypt,560,44081
server,encrypt,560,33709
client,decrypt,560,36302
client,encrypt,560,36302
server,decrypt,560,49267
server,encrypt,560,33709
client,decrypt,560,44081
client,encrypt,560,54453
server,decrypt,560,36302
server,encrypt,560,33709
client,decrypt,560,583425
client,encrypt,560,33709
server,decrypt,560,38895
server,encrypt,560,31116
client,decrypt,560,36302
client,encrypt,560,31116
server,decrypt,560,77790
server,encrypt,560,31116
client,decrypt,560,41488
client,encrypt,560,31116
server,decrypt,560,36302
server,encrypt,560,31116
client,decrypt,560,33709
client,encrypt,560,31116
server,decrypt,560,33709
server,encrypt,560,31116
client,decrypt,560,33709
client,encrypt,560,28523
server,decrypt,560,33709
server,encrypt,560,31116
client,decrypt,560,10372
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,0
client,encrypt,560,0
server,decrypt,560,0
server,encrypt,560,0
client,decrypt,560,36302
client,encrypt,560,23337
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,38895
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,20744
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,25930
server,encrypt,560,25930
client,decrypt,560,25930
client,encrypt,560,25930
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,36302
client,encrypt,560,23337
server,decrypt,560,28523
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,28523
server,encrypt,560,20744
client,decrypt,560,36302
client,encrypt,560,36302
server,decrypt,560,41488
server,encrypt,560,36302
client,decrypt,560,36302
client,encrypt,560,33709
server,decrypt,560,36302
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,36302
server,decrypt,560,25930
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
client,encrypt,560,20744
server,decrypt,560,41488
server,encrypt,560,20744
client,decrypt,560,23337
client,encrypt,560,23337
server,decrypt,560,25930
server,encrypt,560,20744
client,decrypt,560,25930
client,encrypt,560,20744
server,decrypt,560,25930
server,encrypt,560,25930
client,decrypt,560,25930
client,encrypt,560,25930
server,decrypt,560,28523
server,encrypt,560,20744
client,decrypt,560,25930
client,encrypt,560,23337
server,decrypt,560,23337
server,encrypt,560,23337
client,decrypt,560,23337
